Member ID,Check-in Date
MEM0111,2023-05-11
MEM0111,2023-06-29
MEM0111,2023-07-21
MEM0111,2023-09-10
MEM0111,2023-07-12
MEM0111,2023-06-29
MEM0111,2023-07-23
MEM0111,2023-09-27
MEM0111,2023-08-05
MEM0111,2023-07-19
MEM0111,2023-07-15
MEM0111,2023-10-11
MEM0111,2023-09-23
MEM0111,2023-08-31
MEM0111,2023-07-04
MEM0111,2023-07-13
MEM0111,2023-08-06
MEM0111,2023-06-27
MEM0111,2023-05-22
MEM0111,2023-05-24
MEM0111,2023-06-19
MEM0111,2023-08-26
MEM0111,2023-05-30
MEM0111,2023-07-15
MEM0111,2023-05-27
MEM0111,2023-07-13
MEM0111,2023-07-20
MEM0111,2023-10-02
MEM0111,2023-09-29
MEM0111,2023-07-01
MEM0111,2023-10-08
MEM0111,2023-08-28
MEM0111,2023-05-26
MEM0111,2023-10-06
MEM0111,2023-09-02
MEM0111,2023-08-01
MEM0111,2023-09-24
MEM0111,2023-06-16
MEM0111,2023-08-21
MEM0111,2023-07-15
MEM0111,2023-06-02
MEM0111,2023-09-08
MEM0111,2023-09-06
MEM0111,2023-07-08
MEM0111,2023-08-16
MEM0111,2023-06-28
MEM0111,2023-08-14
MEM0111,2023-09-22
MEM0111,2023-05-10
MEM0111,2023-05-13
MEM0111,2023-08-02
MEM0111,2023-09-18
MEM0111,2023-07-15
MEM0111,2023-05-17
MEM0111,2023-08-09
MEM0111,2023-10-05
MEM0111,2023-10-10
MEM0111,2023-09-23
MEM0111,2023-09-10
MEM0111,2023-07-08
MEM0111,2023-06-28
MEM0111,2023-05-18
MEM0112,2024-12-24
MEM0112,2024-06-15
MEM0112,2024-10-25
MEM0112,2024-12-12
MEM0112,2024-03-09
MEM0112,2024-06-15
MEM0112,2024-10-13
MEM0112,2024-04-21
MEM0112,2024-12-05
MEM0112,2024-04-12
MEM0112,2024-01-28
MEM0112,2024-09-24
MEM0112,2024-12-21
MEM0112,2024-06-07
MEM0112,2024-06-08
MEM0112,2024-03-19
MEM0112,2024-11-05
MEM0112,2024-01-14
MEM0112,2024-02-19
MEM0112,2024-05-30
MEM0112,2024-12-11
MEM0112,2024-09-08
MEM0112,2024-02-08
MEM0112,2024-06-09
MEM0112,2023-12-30
MEM0112,2024-07-24
MEM0112,2024-03-15
MEM0112,2024-12-14
MEM0112,2024-10-03
MEM0112,2024-03-01
MEM0112,2024-06-03
MEM0112,2024-07-20
MEM0112,2024-03-23
MEM0112,2024-02-03
MEM0112,2024-06-11
MEM0112,2024-11-26
MEM0112,2024-10-24
MEM0112,2024-11-30
MEM0112,2024-11-24
MEM0112,2024-10-27
MEM0112,2024-02-17
MEM0112,2024-01-08
MEM0112,2024-09-10
MEM0112,2024-09-18
MEM0112,2024-12-05
MEM0112,2024-10-17
MEM0112,2024-04-08
MEM0112,2024-12-25
MEM0112,2024-04-23
MEM0112,2024-04-18
MEM0112,2023-12-19
MEM0112,2024-01-31
MEM0112,2024-11-16
MEM0112,2024-09-17
MEM0112,2024-06-03
MEM0112,2024-06-11
MEM0112,2024-06-20
MEM0112,2024-08-16
MEM0112,2024-08-02
MEM0112,2024-03-03
MEM0112,2024-03-13
MEM0112,2024-12-18
MEM0112,2024-10-18
MEM0112,2024-09-04
MEM0112,2024-04-09
MEM0112,2024-02-20
MEM0112,2023-12-28
MEM0112,2024-08-20
MEM0112,2024-04-11
MEM0112,2024-12-25
MEM0112,2023-12-21
MEM0112,2024-09-23
MEM0112,2024-10-22
MEM0112,2024-11-01
MEM0112,2024-09-09
MEM0112,2024-10-12
MEM0112,2024-09-29
MEM0112,2024-07-08
MEM0112,2024-07-16
MEM0112,2024-08-08
MEM0112,2024-12-19
MEM0112,2024-06-28
MEM0112,2024-07-14
MEM0112,2024-07-03
MEM0112,2024-07-14
MEM0112,2024-02-29
MEM0112,2024-09-03
MEM0112,2024-12-24
MEM0112,2024-01-15
MEM0112,2024-09-25
MEM0112,2023-12-29
MEM0112,2024-05-24
MEM0112,2023-12-24
MEM0112,2024-06-30
MEM0112,2024-07-27
MEM0112,2024-11-21
MEM0112,2024-12-11
MEM0112,2023-12-12
MEM0112,2024-10-25
MEM0112,2024-07-15
MEM0112,2024-01-14
MEM0112,2024-12-04
MEM0113,2024-06-10
MEM0113,2024-02-12
MEM0113,2023-08-26
MEM0113,2024-05-18
MEM0113,2024-01-29
MEM0113,2024-02-28
MEM0113,2024-03-18
MEM0113,2024-11-26
MEM0113,2024-09-26
MEM0113,2024-11-02
MEM0113,2024-05-05
MEM0113,2024-11-03
MEM0113,2024-02-01
MEM0113,2024-08-22
MEM0113,2024-10-24
MEM0113,2023-12-26
MEM0113,2023-07-04
MEM0113,2024-01-12
MEM0113,2023-07-31
MEM0113,2024-05-30
MEM0113,2023-11-02
MEM0113,2023-10-02
MEM0113,2024-12-09
MEM0113,2023-09-04
MEM0113,2024-12-31
MEM0113,2024-01-17
MEM0113,2024-03-10
MEM0113,2023-07-04
MEM0113,2023-07-14
MEM0113,2024-07-25
MEM0113,2024-05-28
MEM0113,2023-07-31
MEM0113,2023-12-19
MEM0113,2024-12-19
MEM0113,2023-11-06
MEM0113,2024-03-23
MEM0113,2024-03-19
MEM0113,2024-11-22
MEM0113,2024-06-08
MEM0113,2024-02-23
MEM0113,2024-02-23
MEM0113,2024-09-02
MEM0113,2024-07-26
MEM0113,2024-06-21
MEM0113,2024-09-25
MEM0113,2024-01-05
MEM0113,2024-06-29
MEM0113,2023-10-07
MEM0113,2024-07-03
MEM0113,2024-02-03
MEM0113,2024-10-07
MEM0114,2023-06-09
MEM0114,2023-05-06
MEM0114,2023-07-19
MEM0114,2023-06-02
MEM0114,2023-04-10
MEM0114,2023-05-03
MEM0114,2023-06-17
MEM0114,2023-06-23
MEM0114,2023-05-10
MEM0114,2023-03-22
MEM0114,2023-05-25
MEM0114,2023-05-05
MEM0114,2023-06-01
MEM0114,2023-05-06
MEM0114,2023-05-27
MEM0114,2023-03-10
MEM0114,2023-07-08
MEM0114,2023-05-29
MEM0114,2023-03-02
MEM0114,2023-07-06
MEM0114,2023-07-15
MEM0114,2023-03-12
MEM0114,2023-07-05
MEM0114,2023-06-15
MEM0114,2023-07-10
MEM0114,2023-06-26
MEM0114,2023-04-23
MEM0114,2023-04-04
MEM0114,2023-03-06
MEM0114,2023-07-11
MEM0114,2023-05-17
MEM0114,2023-03-13
MEM0114,2023-04-12
MEM0114,2023-05-24
MEM0114,2023-05-20
MEM0114,2023-05-01
MEM0114,2023-03-30
MEM0114,2023-07-11
MEM0114,2023-05-31
MEM0114,2023-06-26
MEM0114,2023-04-16
MEM0114,2023-07-01
MEM0114,2023-04-03
MEM0114,2023-04-07
MEM0114,2023-06-04
MEM0114,2023-06-07
MEM0114,2023-07-08
MEM0114,2023-06-29
MEM0114,2023-05-18
MEM0114,2023-04-09
MEM0114,2023-02-26
MEM0115,2024-02-06
MEM0115,2024-04-26
MEM0115,2024-04-01
MEM0115,2024-01-04
MEM0115,2024-03-16
MEM0115,2024-03-03
MEM0115,2024-03-08
MEM0115,2024-02-13
MEM0115,2024-06-22
MEM0115,2024-01-11
MEM0115,2023-12-11
MEM0115,2023-12-16
MEM0115,2024-07-20
MEM0115,2023-12-25
MEM0115,2023-10-23
MEM0115,2024-01-16
MEM0115,2024-03-14
MEM0115,2023-11-23
MEM0115,2023-12-15
MEM0115,2024-06-24
MEM0115,2023-12-22
MEM0115,2024-06-15
MEM0115,2024-04-01
MEM0115,2024-04-09
MEM0115,2024-04-20
MEM0115,2024-06-30
MEM0115,2023-12-25
MEM0115,2023-10-31
MEM0115,2023-12-10
MEM0115,2024-05-19
MEM0115,2024-01-29
MEM0115,2024-04-04
MEM0115,2024-05-20
MEM0115,2024-06-17
MEM0115,2024-05-19
MEM0115,2023-11-14
MEM0115,2023-11-30
MEM0115,2024-02-25
MEM0115,2024-01-30
MEM0115,2023-12-25
MEM0115,2024-01-30
MEM0115,2024-07-12
MEM0115,2024-04-02
MEM0115,2024-02-07
MEM0115,2023-12-27
MEM0115,2024-06-26
MEM0115,2024-01-03
MEM0115,2024-07-08
MEM0115,2024-02-19
MEM0115,2024-06-05
MEM0115,2023-11-24
MEM0115,2024-04-12
MEM0115,2024-03-19
MEM0115,2023-12-12
MEM0115,2024-06-19
MEM0115,2024-04-23
MEM0115,2023-11-07
MEM0115,2024-01-02
MEM0115,2024-02-25
MEM0115,2024-05-14
MEM0115,2024-03-28
MEM0115,2023-12-24
MEM0115,2024-05-15
MEM0115,2023-12-18
MEM0115,2024-05-22
MEM0115,2024-07-26
MEM0115,2024-04-16
MEM0115,2024-05-08
MEM0115,2024-01-21
MEM0115,2024-06-12
MEM0115,2024-03-20
MEM0115,2024-01-20
MEM0115,2023-11-25
MEM0115,2024-03-01
MEM0115,2024-07-23
MEM0115,2024-05-28
MEM0115,2023-12-25
MEM0115,2024-06-13
MEM0115,2023-11-01
MEM0115,2023-12-30
MEM0115,2023-11-28
MEM0115,2024-03-02
MEM0115,2024-04-08
MEM0115,2024-05-23
MEM0115,2024-01-14
MEM0115,2023-11-05
MEM0115,2024-04-03
MEM0115,2024-01-14
MEM0115,2024-04-23
MEM0115,2023-12-30
MEM0115,2024-07-21
MEM0115,2024-04-10
MEM0115,2024-06-08
MEM0115,2024-02-26
MEM0115,2024-07-20
MEM0115,2023-11-02
MEM0115,2024-01-05
MEM0115,2024-05-29
MEM0115,2024-07-05
MEM0115,2024-02-03
MEM0115,2024-06-21
MEM0115,2024-03-26
MEM0115,2024-03-30
MEM0115,2024-05-22
MEM0115,2024-04-22
MEM0115,2024-04-01
MEM0115,2023-11-28
MEM0115,2023-10-28
MEM0115,2024-06-01
MEM0115,2024-03-19
MEM0115,2024-02-25
MEM0115,2023-11-20
MEM0115,2023-12-06
MEM0115,2023-11-01
MEM0115,2023-11-21
MEM0115,2024-04-18
MEM0115,2024-04-27
MEM0115,2024-06-13
MEM0115,2023-11-18
MEM0116,2023-11-01
MEM0116,2023-07-19
MEM0116,2024-09-19
MEM0116,2023-12-26
MEM0116,2024-10-19
MEM0116,2023-08-13
MEM0116,2023-06-28
MEM0116,2023-11-30
MEM0116,2024-01-17
MEM0116,2024-03-06
MEM0116,2024-01-14
MEM0116,2023-07-04
MEM0116,2023-07-01
MEM0116,2024-08-05
MEM0116,2023-07-25
MEM0116,2024-12-14
MEM0116,2024-07-14
MEM0116,2024-02-06
MEM0116,2024-10-10
MEM0116,2024-01-16
MEM0116,2024-05-06
MEM0116,2024-12-31
MEM0116,2024-06-05
MEM0116,2024-02-12
MEM0116,2023-08-06
MEM0116,2023-11-12
MEM0116,2023-12-16
MEM0116,2024-09-14
MEM0116,2023-09-13
MEM0116,2023-11-05
MEM0116,2023-12-17
MEM0116,2024-07-10
MEM0116,2024-02-21
MEM0116,2023-11-11
MEM0116,2024-09-22
MEM0116,2024-09-05
MEM0116,2023-08-18
MEM0116,2024-12-01
MEM0116,2024-08-15
MEM0116,2023-09-19
MEM0116,2023-07-01
MEM0116,2024-10-12
MEM0116,2024-01-24
MEM0116,2024-12-26
MEM0116,2024-11-01
MEM0116,2024-11-07
MEM0116,2024-02-23
MEM0116,2024-10-13
MEM0116,2024-04-27
MEM0116,2024-02-09
MEM0116,2024-07-10
MEM0116,2023-11-25
MEM0116,2023-12-15
MEM0116,2023-10-16
MEM0116,2024-07-17
MEM0116,2024-04-29
MEM0116,2024-04-18
MEM0116,2023-07-11
MEM0116,2023-07-05
MEM0116,2024-07-31
MEM0116,2024-02-10
MEM0116,2024-03-27
MEM0116,2024-06-10
MEM0116,2024-04-21
MEM0116,2024-12-15
MEM0116,2024-10-05
MEM0116,2023-09-08
MEM0116,2024-11-25
MEM0116,2023-07-17
MEM0116,2023-07-08
MEM0116,2024-11-29
MEM0116,2024-06-04
MEM0116,2023-12-12
MEM0116,2024-05-15
MEM0116,2024-10-20
MEM0116,2024-10-24
MEM0116,2024-09-27
MEM0116,2024-07-05
MEM0116,2023-12-04
MEM0116,2024-06-29
MEM0116,2024-08-20
MEM0116,2024-10-12
MEM0116,2024-07-09
MEM0116,2023-11-25
MEM0116,2024-03-06
MEM0116,2023-08-30
MEM0116,2024-06-01
MEM0116,2024-03-26
MEM0116,2024-07-18
MEM0116,2024-09-14
MEM0116,2024-03-08
MEM0116,2024-04-25
MEM0116,2023-09-26
MEM0116,2024-09-29
MEM0116,2024-02-24
MEM0116,2023-12-27
MEM0116,2024-06-30
MEM0116,2024-08-02
MEM0116,2024-08-04
MEM0116,2023-10-26
MEM0116,2024-05-25
MEM0116,2024-05-29
MEM0116,2023-12-18
MEM0116,2023-12-10
MEM0116,2023-08-01
MEM0116,2023-08-31
MEM0116,2024-02-14
MEM0116,2024-07-08
MEM0116,2023-08-19
MEM0116,2024-03-26
MEM0116,2023-09-30
MEM0116,2024-12-01
MEM0116,2024-05-13
MEM0116,2024-09-26
MEM0116,2023-12-19
MEM0116,2023-10-20
MEM0116,2024-10-04
MEM0116,2024-12-23
MEM0116,2024-09-20
MEM0117,2023-11-04
MEM0117,2024-12-02
MEM0117,2024-03-11
MEM0117,2023-11-08
MEM0117,2024-03-05
MEM0117,2024-06-15
MEM0117,2024-12-06
MEM0117,2024-12-20
MEM0117,2023-11-26
MEM0117,2024-12-12
MEM0117,2024-08-02
MEM0117,2024-04-16
MEM0117,2023-11-25
MEM0117,2024-12-18
MEM0117,2024-01-14
MEM0117,2024-08-26
MEM0117,2024-11-15
MEM0117,2024-09-02
MEM0117,2023-12-06
MEM0117,2024-01-06
MEM0117,2023-11-17
MEM0117,2023-12-29
MEM0117,2024-10-01
MEM0117,2024-11-25
MEM0117,2024-11-21
MEM0117,2024-04-28
MEM0117,2024-07-26
MEM0117,2024-01-10
MEM0117,2024-06-05
MEM0117,2024-06-02
MEM0117,2023-10-21
MEM0117,2024-08-01
MEM0117,2023-11-21
MEM0117,2023-12-05
MEM0117,2024-03-05
MEM0117,2024-12-17
MEM0117,2024-11-24
MEM0117,2024-11-13
MEM0117,2024-05-22
MEM0117,2024-12-15
MEM0117,2024-06-10
MEM0117,2024-03-05
MEM0117,2024-09-27
MEM0118,2024-09-02
MEM0118,2023-03-04
MEM0118,2024-05-21
MEM0118,2023-05-09
MEM0118,2024-10-14
MEM0118,2023-12-11
MEM0118,2023-03-29
MEM0118,2023-12-21
MEM0118,2023-08-05
MEM0118,2024-08-27
MEM0118,2023-06-05
MEM0118,2023-03-20
MEM0118,2024-11-13
MEM0118,2023-10-23
MEM0118,2023-08-21
MEM0118,2024-11-11
MEM0118,2023-10-18
MEM0118,2024-01-07
MEM0118,2024-08-11
MEM0118,2024-06-21
MEM0118,2023-10-18
MEM0118,2024-07-03
MEM0118,2023-10-05
MEM0118,2023-07-04
MEM0118,2023-12-01
MEM0118,2024-10-17
MEM0118,2024-05-03
MEM0118,2024-03-04
MEM0118,2023-09-05
MEM0118,2024-12-04
MEM0118,2024-07-27
MEM0118,2024-09-21
MEM0118,2024-09-22
MEM0118,2023-06-16
MEM0118,2023-12-31
MEM0118,2024-10-09
MEM0118,2023-10-19
MEM0118,2024-05-29
MEM0118,2024-08-19
MEM0118,2023-04-09
MEM0118,2023-12-13
MEM0118,2024-03-18
MEM0118,2023-05-21
MEM0118,2024-10-14
MEM0118,2023-02-20
MEM0118,2024-12-23
MEM0118,2023-10-22
MEM0118,2024-03-23
MEM0118,2023-10-22
MEM0118,2024-10-11
MEM0118,2023-10-23
MEM0118,2024-12-07
MEM0118,2023-03-22
MEM0118,2024-01-02
MEM0118,2023-07-20
MEM0118,2023-08-17
MEM0118,2024-07-10
MEM0118,2024-03-12
MEM0118,2024-02-14
MEM0118,2023-04-11
MEM0118,2024-02-27
MEM0118,2024-06-14
MEM0118,2024-12-29
MEM0118,2024-03-26
MEM0118,2023-03-07
MEM0118,2023-10-29
MEM0118,2023-12-30
MEM0118,2024-06-11
MEM0118,2023-09-10
MEM0118,2023-12-22
MEM0118,2024-03-10
MEM0118,2023-05-21
MEM0118,2024-01-01
MEM0118,2024-11-26
MEM0118,2024-10-14
MEM0118,2023-03-24
MEM0118,2024-09-26
MEM0118,2024-11-07
MEM0118,2023-12-16
MEM0118,2023-07-02
MEM0118,2024-05-12
MEM0118,2024-09-11
MEM0118,2024-06-05
MEM0118,2024-11-18
MEM0118,2024-03-21
MEM0118,2023-03-04
MEM0118,2023-03-06
MEM0118,2023-11-03
MEM0118,2024-12-22
MEM0118,2024-06-20
MEM0118,2023-10-16
MEM0118,2024-02-25
MEM0118,2023-04-06
MEM0118,2023-05-23
MEM0118,2023-09-13
MEM0118,2024-04-21
MEM0118,2024-11-24
MEM0118,2024-08-22
MEM0118,2024-08-30
MEM0118,2024-08-04
MEM0118,2023-05-12
MEM0118,2023-05-05
MEM0118,2023-09-24
MEM0118,2023-11-07
MEM0118,2023-10-09
MEM0118,2023-05-27
MEM0118,2023-09-27
MEM0118,2023-11-10
MEM0118,2024-05-27
MEM0118,2024-03-28
MEM0118,2024-12-14
MEM0118,2023-06-13
MEM0118,2023-09-30
MEM0118,2024-10-16
MEM0118,2023-06-13
MEM0118,2024-03-05
MEM0118,2024-05-25
MEM0118,2024-11-21
MEM0118,2024-03-06
MEM0118,2023-05-27
MEM0118,2023-05-06
MEM0118,2023-11-12
MEM0118,2024-01-04
MEM0118,2023-09-17
MEM0118,2023-05-17
MEM0118,2023-06-17
MEM0118,2023-02-18
MEM0118,2024-05-07
MEM0118,2024-04-21
MEM0118,2023-05-14
MEM0118,2023-06-05
MEM0118,2023-11-25
MEM0118,2023-02-06
MEM0118,2024-08-30
MEM0118,2023-10-13
MEM0118,2024-11-18
MEM0118,2023-07-04
MEM0118,2024-03-06
MEM0118,2023-03-21
MEM0118,2024-10-17
MEM0118,2023-03-21
MEM0118,2023-04-24
MEM0118,2023-09-19
MEM0118,2023-07-17
MEM0118,2023-10-16
MEM0119,2023-07-19
MEM0119,2024-09-23
MEM0119,2024-03-15
MEM0119,2023-12-18
MEM0119,2024-02-12
MEM0119,2024-03-04
MEM0119,2024-11-17
MEM0119,2024-12-06
MEM0119,2023-09-09
MEM0119,2024-11-30
MEM0119,2024-01-10
MEM0119,2023-07-30
MEM0119,2024-09-23
MEM0119,2024-12-05
MEM0119,2023-07-10
MEM0119,2024-03-06
MEM0119,2023-12-06
MEM0119,2024-11-11
MEM0119,2024-04-20
MEM0119,2024-05-01
MEM0119,2023-10-27
MEM0119,2023-08-08
MEM0119,2024-12-08
MEM0119,2024-11-26
MEM0119,2023-11-17
MEM0119,2023-11-08
MEM0119,2024-10-11
MEM0119,2023-07-04
MEM0119,2024-03-09
MEM0119,2024-05-12
MEM0119,2024-12-20
MEM0119,2024-07-19
MEM0119,2024-04-15
MEM0119,2023-07-12
MEM0119,2024-09-23
MEM0119,2024-02-29
MEM0119,2024-11-29
MEM0119,2023-09-23
MEM0119,2024-12-16
MEM0119,2024-06-01
MEM0119,2024-04-09
MEM0119,2024-04-05
MEM0119,2024-06-01
MEM0119,2023-10-22
MEM0119,2023-11-17
MEM0119,2023-08-27
MEM0119,2024-05-21
MEM0119,2024-09-21
MEM0119,2023-09-12
MEM0119,2024-09-11
MEM0119,2024-05-11
MEM0119,2024-05-27
MEM0119,2024-02-02
MEM0119,2023-09-24
MEM0119,2024-10-07
MEM0119,2024-01-14
MEM0119,2023-09-30
MEM0119,2023-11-26
MEM0119,2024-05-14
MEM0119,2023-09-08
MEM0119,2024-08-11
MEM0119,2024-06-12
MEM0119,2023-08-13
MEM0119,2024-10-08
MEM0119,2024-02-19
MEM0119,2024-12-25
MEM0119,2023-10-09
MEM0119,2024-12-10
MEM0119,2023-07-28
MEM0119,2024-11-04
MEM0119,2023-11-26
MEM0119,2024-06-16
MEM0119,2024-04-01
MEM0119,2024-03-26
MEM0119,2024-01-04
MEM0119,2024-11-19
MEM0119,2023-10-13
MEM0119,2023-12-19
MEM0119,2023-06-27
MEM0119,2023-12-31
MEM0119,2024-09-12
MEM0119,2024-09-04
MEM0119,2023-08-24
MEM0119,2023-10-22
MEM0119,2023-07-27
MEM0119,2024-11-15
MEM0119,2023-06-27
MEM0119,2024-11-30
MEM0119,2024-04-11
MEM0119,2024-11-22
MEM0119,2023-10-07
MEM0119,2024-09-16
MEM0119,2024-10-31
MEM0119,2024-04-17
MEM0119,2024-05-04
MEM0119,2023-12-06
MEM0119,2024-11-09
MEM0119,2023-12-03
MEM0119,2024-10-28
MEM0119,2024-05-13
MEM0119,2024-03-24
MEM0119,2024-10-01
MEM0119,2023-08-07
MEM0119,2024-09-14
MEM0119,2024-08-07
MEM0120,2023-12-10
MEM0120,2024-02-19
MEM0120,2024-03-19
MEM0120,2024-03-14
MEM0120,2023-11-20
MEM0120,2024-02-04
MEM0120,2024-02-12
MEM0120,2024-01-04
MEM0120,2024-01-05
MEM0120,2024-01-17
MEM0120,2024-01-12
MEM0120,2024-02-13
MEM0120,2023-12-01
MEM0120,2023-11-25
MEM0120,2024-01-11
MEM0120,2024-02-17
MEM0120,2023-11-24
MEM0120,2024-01-31
MEM0120,2023-12-03
MEM0120,2024-03-04
MEM0120,2024-01-10
MEM0120,2024-03-14
MEM0120,2023-12-15
MEM0120,2024-01-11
MEM0120,2024-03-07
MEM0120,2023-12-18
MEM0120,2023-12-08
MEM0120,2024-01-05
MEM0120,2023-12-12
MEM0120,2024-03-15
MEM0120,2024-03-04
MEM0120,2024-01-11
MEM0120,2024-02-23
MEM0120,2023-11-24
MEM0120,2023-12-05
MEM0120,2023-12-06
MEM0120,2024-02-29
MEM0120,2023-12-09
MEM0120,2024-03-10
MEM0120,2024-03-18
MEM0120,2024-03-09
MEM0120,2023-11-20
MEM0120,2024-01-16
MEM0120,2024-02-20
MEM0120,2023-11-25
MEM0120,2024-03-06
MEM0120,2024-03-01
MEM0120,2024-01-08
MEM0120,2024-03-16
MEM0120,2024-03-08
MEM0120,2024-02-15
MEM0120,2023-12-09
MEM0120,2023-12-03
MEM0120,2023-12-29
MEM0120,2023-12-23
MEM0120,2024-03-22
MEM0120,2024-01-03
MEM0120,2024-02-07
MEM0120,2024-01-29
MEM0120,2024-02-05
MEM0120,2024-02-05
MEM0120,2023-12-22
MEM0120,2023-12-22
MEM0120,2024-01-02
MEM0120,2023-12-09
MEM0120,2024-03-09
MEM0120,2023-11-26
MEM0120,2023-12-13
MEM0120,2024-01-28
MEM0120,2024-03-10
MEM0120,2024-03-02
MEM0120,2024-01-12
MEM0120,2023-12-27
MEM0120,2024-02-01
MEM0120,2024-02-07
MEM0120,2023-12-21
MEM0120,2024-01-03
MEM0120,2024-01-19
MEM0120,2024-01-11
MEM0120,2024-03-26
MEM0120,2024-02-03
MEM0120,2023-12-16
MEM0120,2024-01-20
MEM0120,2023-12-07
MEM0120,2024-03-25
MEM0120,2024-03-07
MEM0121,2023-08-27
MEM0121,2023-08-11
MEM0121,2023-09-05
MEM0121,2023-05-28
MEM0121,2023-09-08
MEM0121,2023-08-11
MEM0121,2023-05-08
MEM0121,2023-05-22
MEM0121,2023-05-21
MEM0121,2023-09-01
MEM0121,2023-06-04
MEM0121,2023-05-13
MEM0121,2023-06-09
MEM0121,2023-07-28
MEM0121,2023-05-16
MEM0121,2023-05-12
MEM0121,2023-07-30
MEM0121,2023-06-18
MEM0121,2023-08-30
MEM0121,2023-05-22
MEM0121,2023-08-05
MEM0121,2023-05-29
MEM0121,2023-06-18
MEM0121,2023-08-29
MEM0121,2023-06-18
MEM0121,2023-05-17
MEM0121,2023-07-27
MEM0121,2023-07-05
MEM0121,2023-07-14
MEM0121,2023-05-06
MEM0121,2023-05-31
MEM0121,2023-09-05
MEM0121,2023-07-29
MEM0121,2023-07-19
MEM0121,2023-07-18
MEM0121,2023-08-25
MEM0121,2023-09-13
MEM0121,2023-07-17
MEM0121,2023-07-01
MEM0121,2023-07-01
MEM0121,2023-06-19
MEM0121,2023-08-06
MEM0121,2023-07-20
MEM0121,2023-08-24
MEM0121,2023-08-20
MEM0121,2023-08-17
MEM0121,2023-07-31
MEM0121,2023-06-05
MEM0121,2023-08-08
MEM0121,2023-07-21
MEM0121,2023-05-19
MEM0121,2023-06-16
MEM0121,2023-08-31
MEM0121,2023-08-19
MEM0121,2023-05-07
MEM0121,2023-06-28
MEM0121,2023-07-06
MEM0121,2023-08-06
MEM0121,2023-06-28
MEM0121,2023-06-04
MEM0121,2023-08-27
MEM0121,2023-05-12
MEM0121,2023-08-16
MEM0121,2023-07-20
MEM0121,2023-07-29
MEM0121,2023-05-24
MEM0121,2023-06-27
MEM0121,2023-07-18
MEM0121,2023-09-10
MEM0121,2023-09-06
MEM0121,2023-09-12
MEM0121,2023-07-26
MEM0121,2023-08-26
MEM0121,2023-06-20
MEM0121,2023-09-03
MEM0121,2023-07-20
MEM0121,2023-06-02
MEM0121,2023-06-01
MEM0121,2023-06-13
MEM0121,2023-05-29
MEM0121,2023-06-22
MEM0121,2023-05-05
MEM0121,2023-06-27
MEM0121,2023-08-15
MEM0121,2023-05-17
MEM0121,2023-09-08
MEM0121,2023-08-15
MEM0121,2023-08-06
MEM0122,2024-10-15
MEM0122,2024-04-10
MEM0122,2023-11-11
MEM0122,2023-11-17
MEM0122,2024-06-24
MEM0122,2024-06-02
MEM0122,2023-09-08
MEM0122,2024-05-12
MEM0122,2024-12-31
MEM0122,2024-01-27
MEM0122,2024-10-14
MEM0122,2024-12-23
MEM0122,2024-04-20
MEM0122,2023-11-09
MEM0122,2024-01-03
MEM0122,2023-12-26
MEM0122,2024-11-29
MEM0122,2024-05-19
MEM0122,2023-12-18
MEM0122,2024-06-25
MEM0122,2024-12-17
MEM0122,2024-09-13
MEM0122,2024-01-02
MEM0122,2024-08-04
MEM0122,2023-11-25
MEM0122,2024-03-27
MEM0122,2024-09-07
MEM0122,2023-10-16
MEM0122,2024-06-03
MEM0122,2024-09-01
MEM0122,2024-06-15
MEM0122,2024-04-24
MEM0122,2024-02-10
MEM0122,2023-09-23
MEM0122,2024-05-04
MEM0122,2024-02-19
MEM0122,2023-08-22
MEM0122,2023-11-26
MEM0122,2024-03-26
MEM0122,2023-09-17
MEM0122,2024-04-06
MEM0122,2024-11-19
MEM0122,2024-03-29
MEM0122,2024-02-18
MEM0122,2024-06-22
MEM0122,2024-12-09
MEM0122,2024-10-17
MEM0122,2023-09-05
MEM0122,2024-07-22
MEM0122,2023-09-23
MEM0122,2024-02-03
MEM0122,2024-10-26
MEM0122,2024-02-09
MEM0122,2023-11-08
MEM0122,2023-12-25
MEM0122,2024-07-30
MEM0122,2023-08-27
MEM0122,2023-09-11
MEM0123,2023-02-16
MEM0123,2023-02-15
MEM0123,2023-03-18
MEM0123,2023-04-17
MEM0123,2023-02-20
MEM0123,2023-04-05
MEM0123,2023-01-14
MEM0123,2023-03-14
MEM0123,2023-02-28
MEM0123,2023-04-25
MEM0123,2023-04-06
MEM0123,2023-01-24
MEM0123,2023-04-14
MEM0123,2023-03-23
MEM0123,2023-04-26
MEM0123,2023-03-03
MEM0123,2023-02-03
MEM0123,2023-04-08
MEM0123,2023-05-02
MEM0123,2023-04-04
MEM0123,2023-01-18
MEM0123,2023-05-01
MEM0123,2023-02-16
MEM0123,2023-01-31
MEM0123,2023-04-26
MEM0123,2023-04-06
MEM0123,2023-02-27
MEM0123,2023-03-18
MEM0123,2023-04-12
MEM0123,2023-01-24
MEM0123,2023-03-15
MEM0123,2023-03-04
MEM0123,2023-02-08
MEM0123,2023-04-12
MEM0123,2023-01-29
MEM0123,2023-02-11
MEM0123,2023-04-24
MEM0123,2023-04-27
MEM0123,2023-04-19
MEM0123,2023-04-05
MEM0123,2023-03-27
MEM0123,2023-01-16
MEM0123,2023-01-17
MEM0123,2023-02-06
MEM0123,2023-02-23
MEM0123,2023-04-26
MEM0124,2023-06-02
